Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,DiscountApplied
1,12-11-2010,1345031.541,0,59.61,2.728,212.003944,7.838,True
1,19-11-2010,1335405.7619999999,0,51.41,2.771,211.8896737,7.838,True
1,26-11-2010,1760061.699,1,64.52,2.735,211.7484333,7.838,True
1,03-12-2010,1393230.402,0,49.27,2.708,211.607193,7.838,True
1,10-12-2010,1514352.834,0,46.33,2.843,211.4659526,7.838,True
1,17-12-2010,1701931.437,0,49.84,2.869,211.4053124,7.838,True
1,24-12-2010,2149155.18,0,52.33,2.886,211.4051222,7.838,True
1,31-12-2010,1230588.009,1,48.43,2.943,211.4049321,7.838,True
1,07-01-2011,1300259.0520000001,0,48.27,2.976,211.4047419,7.742,True
1,14-01-2011,1251912.564,0,35.4,2.983,211.4574109,7.742,True
1,21-01-2011,1194664.878,0,44.04,3.016,211.8272343,7.742,True
1,28-01-2011,1185209.3790000002,0,43.83,3.01,212.1970577,7.742,True
1,04-02-2011,1445966.6220000002,0,42.27,2.989,212.5668812,7.742,True
1,11-02-2011,1484653.437,1,36.39,3.022,212.9367046,7.742,True
1,18-02-2011,1518158.502,0,57.36,3.045,213.2478853,7.742,True
1,25-02-2011,1311120.252,0,62.9,3.065,213.535609,7.742,True
1,04-03-2011,1472637.069,0,59.58,3.288,213.8233327,7.742,True
1,11-03-2011,1397872.467,0,53.56,3.459,214.1110564,7.742,True
1,18-03-2011,1419136.2540000002,0,62.76,3.488,214.3627114,7.742,True
1,25-03-2011,1386992.142,0,69.97,3.473,214.5999389,7.742,True
1,01-04-2011,1345558.2750000001,0,59.17,3.524,214.8371664,7.682,True
1,08-04-2011,1452833.415,0,67.84,3.622,215.0743939,7.682,True
1,15-04-2011,1403900.1,0,71.27,3.743,215.2918561,7.682,True
1,22-04-2011,1408337.8290000001,0,72.99,3.807,215.4599053,7.682,True
1,29-04-2011,1309581.621,0,72.03,3.81,215.6279544,7.682,True
1,06-05-2011,1466452.152,0,64.61,3.906,215.7960035,7.682,True
1,13-05-2011,1444298.022,0,75.64,3.899,215.9640526,7.682,True
1,20-05-2011,1285396.443,0,67.63,3.907,215.7339202,7.682,True
1,27-05-2011,1319442.003,0,77.72,3.786,215.5037878,7.682,True
1,03-06-2011,1471570.569,0,83.0,3.699,215.2736553,7.682,True
1,10-06-2011,1430053.4880000001,0,83.13,3.648,215.0435229,7.682,True
1,17-06-2011,1378903.374,0,86.41,3.637,214.9980596,7.682,True
1,24-06-2011,1294947.135,0,83.58,3.594,215.0910982,7.682,True
1,01-07-2011,1339684.2810000002,0,85.55,3.524,215.1841368,7.962,True
1,08-07-2011,1381364.676,0,85.83,3.48,215.2771754,7.962,True
1,15-07-2011,1309607.973,0,88.54,3.575,215.3611087,7.962,True
1,22-07-2011,1257234.138,0,85.77,3.651,215.4222784,7.962,True
1,29-07-2011,1216997.811,0,86.83,3.682,215.4834482,7.962,True
1,05-08-2011,1461945.375,0,91.65,3.684,215.544618,7.962,True
1,12-08-2011,1372632.381,0,90.76,3.638,215.6057878,7.962,True
1,19-08-2011,1377685.287,0,89.94,3.554,215.6693107,7.962,True
1,26-08-2011,1318224.114,0,87.96,3.523,215.7332258,7.962,True
1,02-09-2011,1395206.298,0,87.83,3.533,215.7971409,7.962,True
1,09-09-2011,1386424.116,1,76.0,3.546,215.861056,7.962,True
1,16-09-2011,1362833.8020000001,0,79.94,3.526,216.0410526,7.962,True
1,23-09-2011,1242018.243,0,75.8,3.467,216.3758246,7.962,True
1,30-09-2011,1255105.647,0,79.69,3.355,216.7105965,7.962,True
1,07-10-2011,1467890.955,0,69.31,3.285,217.0453684,7.866,True
1,14-10-2011,1344173.337,0,71.74,3.274,217.3552733,7.866,True
1,21-10-2011,1352306.502,0,63.71,3.353,217.5159762,7.866,True
1,28-10-2011,1300724.181,0,66.57,3.372,217.6766791,7.866,True
1,04-11-2011,1527506.6220000002,0,54.98,3.332,217.837382,7.866,True
1,11-11-2011,1435445.001,0,59.11,3.297,217.9980849,7.866,True
1,18-11-2011,1385535.33,0,62.25,3.308,218.2205088,7.866,True
1,25-11-2011,1829988.594,1,60.14,3.236,218.4676211,7.866,True
1,02-12-2011,1425675.555,0,48.91,3.172,218.7147333,7.866,True
1,09-12-2011,1619714.142,0,43.93,3.158,218.9618456,7.866,True
1,16-12-2011,1693059.003,0,51.63,3.159,219.1794533,7.866,True
1,23-12-2011,2043170.0910000002,0,47.96,3.112,219.3577216,7.866,True
1,30-12-2011,1347716.448,1,44.55,3.129,219.5359898,7.866,True
1,06-01-2012,1395332.928,0,49.01,3.157,219.7142581,7.348,True
1,13-01-2012,1313641.053,0,48.53,3.261,219.8925263,7.348,True
1,20-01-2012,1254954.456,0,54.11,3.268,219.9856893,7.348,True
1,27-01-2012,1187393.0310000002,0,54.26,3.29,220.0788523,7.348,True
1,03-02-2012,1472705.685,0,56.55,3.36,220.1720153,7.348,True
1,10-02-2012,1622229.687,1,48.02,3.409,220.2651783,7.348,True
1,17-02-2012,1637883.0,0,45.32,3.51,220.4257586,7.348,True
1,24-02-2012,1385449.047,0,57.25,3.555,220.636902,7.348,True
1,02-03-2012,1519578.6840000001,0,60.96,3.63,220.8480454,7.348,True
1,09-03-2012,1507888.044,0,58.76,3.669,221.0591887,7.348,True
1,16-03-2012,1509725.502,0,64.74,3.734,221.2118132,7.348,True
1,23-03-2012,1359961.263,0,65.93,3.787,221.2864126,7.348,True
1,30-03-2012,1484644.167,0,67.61,3.845,221.3610119,7.348,True
1,06-04-2012,1709709.192,0,70.43,3.891,221.4356112,7.143,True
1,13-04-2012,1458928.53,0,69.07,3.891,221.5102105,7.143,True
1,20-04-2012,1369420.083,0,66.76,3.877,221.5640737,7.143,True
1,27-04-2012,1322035.533,0,67.23,3.814,221.6179368,7.143,True
1,04-05-2012,1516067.991,0,75.55,3.749,221.6718,7.143,True
1,11-05-2012,1449986.445,0,73.77,3.688,221.7256632,7.143,True
1,18-05-2012,1436311.6830000002,0,70.33,3.63,221.742674,7.143,True
1,25-05-2012,1399900.095,0,77.22,3.561,221.744944,7.143,True
1,01-06-2012,1462029.8220000002,0,77.95,3.501,221.7472139,7.143,True
1,08-06-2012,1527507.864,0,78.3,3.452,221.7494839,7.143,True
1,15-06-2012,1467546.3,0,79.35,3.393,221.7626421,7.143,True
1,22-06-2012,1375061.229,0,78.39,3.346,221.8030211,7.143,True
1,29-06-2012,1386379.341,0,84.88,3.286,221.8434,7.143,True
1,06-07-2012,1592868.744,0,81.57,3.227,221.8837789,6.908,True
1,13-07-2012,1374312.6360000002,0,77.12,3.256,221.9241579,6.908,True
1,20-07-2012,1348159.284,0,80.42,3.311,221.9327267,6.908,True
1,27-07-2012,1295211.339,0,82.66,3.407,221.9412954,6.908,True
1,03-08-2012,1468022.2110000001,0,86.11,3.417,221.9498642,6.908,True
1,10-08-2012,1433168.973,0,85.05,3.494,221.9584329,6.908,True
1,17-08-2012,1438081.245,0,84.85,3.571,222.0384109,6.908,True
1,24-08-2012,1344710.142,0,77.66,3.62,222.1719457,6.908,True
1,31-08-2012,1423875.06,0,80.49,3.638,222.3054805,6.908,True
1,07-09-2012,1495590.597,1,83.96,3.73,222.4390153,6.908,True
1,14-09-2012,1365685.9830000002,0,74.97,3.717,222.5820193,6.908,True
1,21-09-2012,1355513.4540000001,0,69.87,3.721,222.7818386,6.908,True
1,28-09-2012,1293353.334,0,76.08,3.666,222.9816579,6.908,True
1,05-10-2012,1503707.373,0,68.55,3.617,223.1814772,6.573,True
1,12-10-2012,1415765.529,0,62.99,3.601,223.3812965,6.573,True
1,19-10-2012,1357261.8930000002,0,67.97,3.594,223.4257233,6.573,True
1,26-10-2012,1344293.766,0,69.16,3.506,223.4442513,6.573,True
2,05-02-2010,1923290.514,0,40.19,2.572,210.7526053,8.324,True
2,12-02-2010,1924028.55,1,38.49,2.548,210.8979935,8.324,True
2,19-02-2010,1912006.3860000002,0,39.69,2.514,210.9451605,8.324,True
2,26-02-2010,1678587.543,0,46.1,2.561,210.9759573,8.324,True
2,05-03-2010,1791911.817,0,47.17,2.625,211.0067542,8.324,True
2,12-03-2010,1791435.402,0,57.56,2.667,211.037551,8.324,True
2,19-03-2010,1751463.792,0,54.52,2.72,210.8733316,8.324,True
2,26-03-2010,1575178.029,0,51.26,2.732,210.6766095,8.324,True
2,02-04-2010,1859568.948,0,63.27,2.719,210.4798874,8.2,True
2,09-04-2010,1759220.289,0,65.41,2.77,210.2831653,8.2,True
2,16-04-2010,1687462.146,0,68.07,2.808,210.1495463,8.2,True
2,23-04-2010,1639791.837,0,65.11,2.795,210.1000648,8.2,True
2,30-04-2010,1622205.2610000002,0,66.98,2.78,210.0505833,8.2,True
2,07-05-2010,1838323.539,0,71.28,2.835,210.0011018,8.2,True
2,14-05-2010,1692677.124,0,73.31,2.854,209.9984585,8.2,True
2,21-05-2010,1707243.3900000001,0,74.83,2.826,210.2768443,8.2,True
2,28-05-2010,1761402.501,0,81.13,2.759,210.5552301,8.2,True
2,04-06-2010,1892285.9370000002,0,81.81,2.705,210.833616,8.2,True
2,11-06-2010,1822984.884,0,83.4,2.668,211.1120018,8.2,True
2,18-06-2010,1801473.264,0,85.81,2.637,211.1096543,8.2,True
2,25-06-2010,1745934.381,0,86.26,2.653,210.9950134,8.2,True
2,02-07-2010,1803546.576,0,82.74,2.669,210.8803726,8.099,True
2,09-07-2010,1692812.3580000002,0,82.59,2.642,210.7657317,8.099,True
2,16-07-2010,1661291.811,0,85.32,2.623,210.7577954,8.099,True
2,23-07-2010,1603545.939,0,87.66,2.608,210.8921319,8.099,True
2,30-07-2010,1623821.544,0,83.49,2.64,211.0264684,8.099,True
2,06-08-2010,1792718.982,0,89.53,2.627,211.1608049,8.099,True
2,13-08-2010,1706040.945,0,89.05,2.692,211.2951413,8.099,True
2,20-08-2010,1767901.707,0,88.7,2.664,211.2596586,8.099,True
2,27-08-2010,1677456.441,0,87.12,2.619,211.2241759,8.099,True
2,03-09-2010,1714147.2810000002,0,81.83,2.577,211.1886931,8.099,True
2,10-09-2010,1655215.9470000002,1,79.09,2.565,211.1532104,8.099,True
2,17-09-2010,1614513.2400000002,0,82.05,2.582,211.1806415,8.099,True
2,24-09-2010,1552101.498,0,81.79,2.624,211.2552578,8.099,True
2,01-10-2010,1644696.3869999999,0,69.24,2.603,211.3298742,8.163,True
2,08-10-2010,1664929.296,0,63.19,2.633,211.4044906,8.163,True
2,15-10-2010,1614919.941,0,65.8,2.72,211.4713286,8.163,True
2,22-10-2010,1564152.876,0,68.5,2.725,211.5187208,8.163,True
2,29-10-2010,1622479.5990000002,0,66.24,2.716,211.5661131,8.163,True
2,05-11-2010,1745155.2689999999,0,57.85,2.689,211.6135053,8.163,True
2,12-11-2010,1725131.466,0,59.69,2.728,211.6608975,8.163,True
2,19-11-2010,1761065.253,0,50.81,2.771,211.5470304,8.163,True
2,26-11-2010,2392852.761,1,62.98,2.735,211.4062867,8.163,True
2,03-12-2010,1814203.1430000002,0,49.33,2.708,211.265543,8.163,True
2,10-12-2010,2140853.895,0,45.5,2.843,211.1247993,8.163,True
2,17-12-2010,2348250.075,0,47.55,2.869,211.0645458,8.163,True
2,24-12-2010,3092406.912,0,49.97,2.886,211.0646599,8.163,True
2,31-12-2010,1575391.095,1,47.3,2.943,211.064774,8.163,True
2,07-01-2011,1582245.7110000001,0,44.69,2.976,211.0648881,8.028,True
2,14-01-2011,1569774.222,0,33.02,2.983,211.1176713,8.028,True
2,21-01-2011,1576246.41,0,41.4,3.016,211.4864691,8.028,True
2,28-01-2011,1525834.5119999999,0,42.83,3.01,211.8552668,8.028,True
2,04-02-2011,1736411.607,0,38.25,2.989,212.2240646,8.028,True
2,11-02-2011,1951237.449,1,33.19,3.022,212.5928624,8.028,True
2,18-02-2011,1872796.338,0,57.83,3.045,212.9033115,8.028,True
2,25-02-2011,1650159.972,0,60.8,3.065,213.190421,8.028,True
2,04-03-2011,1783447.002,0,57.77,3.288,213.4775305,8.028,True
2,11-03-2011,1691196.5790000001,0,52.7,3.459,213.7646401,8.028,True
2,18-03-2011,1712301.8939999999,0,62.32,3.488,214.0156238,8.028,True
2,25-03-2011,1589545.845,0,69.42,3.473,214.2521573,8.028,True
2,01-04-2011,1620154.2240000002,0,55.43,3.524,214.4886908,7.931,True
2,08-04-2011,1662797.3490000002,0,67.0,3.622,214.7252242,7.931,True
2,15-04-2011,1670821.056,0,69.48,3.743,214.9420631,7.931,True
2,22-04-2011,1697705.6400000001,0,69.39,3.807,215.1096657,7.931,True
2,29-04-2011,1570990.752,0,69.21,3.81,215.2772683,7.931,True
2,06-05-2011,1653969.2400000002,0,61.48,3.906,215.4448709,7.931,True
2,13-05-2011,1654661.763,0,74.61,3.899,215.6124735,7.931,True
2,20-05-2011,1519453.674,0,67.14,3.907,215.3834778,7.931,True
2,27-05-2011,1617959.304,0,76.42,3.786,215.1544822,7.931,True
2,03-06-2011,1740380.589,0,83.07,3.699,214.9254865,7.931,True
2,10-06-2011,1736237.844,0,83.4,3.648,214.6964908,7.931,True
2,17-06-2011,1758394.791,0,86.53,3.637,214.6513538,7.931,True
2,24-06-2011,1611833.22,0,85.17,3.594,214.7441108,7.931,True
2,01-07-2011,1679618.7,0,85.69,3.524,214.8368678,7.852,True
2,08-07-2011,1667845.791,0,87.7,3.48,214.9296249,7.852,True
2,15-07-2011,1606668.561,0,89.83,3.575,215.0134426,7.852,True
2,22-07-2011,1569434.7689999999,0,89.34,3.651,215.0749122,7.852,True
2,29-07-2011,1512623.7540000002,0,90.07,3.682,215.1363819,7.852,True
2,05-08-2011,1689033.834,0,93.34,3.684,215.1978515,7.852,True
2,12-08-2011,1631491.4340000001,0,91.58,3.638,215.2593211,7.852,True
2,19-08-2011,1659685.131,0,89.86,3.554,215.3229307,7.852,True
2,26-08-2011,1639025.919,0,90.45,3.523,215.386897,7.852,True
2,02-09-2011,1628207.73,0,89.64,3.533,215.4508632,7.852,True
2,09-09-2011,1573200.585,1,77.97,3.546,215.5148295,7.852,True
2,16-09-2011,1522295.568,0,78.85,3.526,215.6944378,7.852,True
2,23-09-2011,1502369.8020000001,0,75.58,3.467,216.0282356,7.852,True
2,30-09-2011,1485354.996,0,78.14,3.355,216.3620333,7.852,True
2,07-10-2011,1653798.087,0,69.92,3.285,216.6958311,7.441,True
2,14-10-2011,1569493.971,0,71.67,3.274,217.0048261,7.441,True
2,21-10-2011,1651212.225,0,64.53,3.353,217.1650042,7.441,True
2,28-10-2011,1592366.625,0,65.87,3.372,217.3251824,7.441,True
2,04-11-2011,1763737.1099999999,0,55.53,3.332,217.4853605,7.441,True
2,11-11-2011,1728652.635,0,59.33,3.297,217.6455387,7.441,True
2,18-11-2011,1712486.25,0,62.01,3.308,217.8670218,7.441,True
2,25-11-2011,2352782.07,1,56.36,3.236,218.1130269,7.441,True
2,02-12-2011,1759456.8,0,48.74,3.172,218.3590319,7.441,True
2,09-12-2011,2061494.3879999998,0,41.76,3.158,218.605037,7.441,True
2,16-12-2011,2189462.8680000002,0,50.13,3.159,218.8217928,7.441,True
2,23-12-2011,2901932.82,0,46.66,3.112,218.9995495,7.441,True
2,30-12-2011,1686803.868,1,44.57,3.129,219.1773063,7.441,True
2,06-01-2012,1619568.126,0,46.75,3.157,219.355063,7.057,True
2,13-01-2012,1570252.932,0,45.99,3.261,219.5328198,7.057,True
2,20-01-2012,1540592.199,0,51.7,3.268,219.6258417,7.057,True
2,27-01-2012,1494815.5259999998,0,50.5,3.29,219.7188636,7.057,True
2,03-02-2012,1741769.946,0,55.21,3.36,219.8118854,7.057,True
2,10-02-2012,1892990.4120000002,1,46.98,3.409,219.9049073,7.057,True
2,17-02-2012,1977019.614,0,43.82,3.51,220.0651993,7.057,True
2,24-02-2012,1675622.43,0,54.63,3.555,220.275944,7.057,True
2,02-03-2012,1757300.094,0,58.79,3.63,220.4866886,7.057,True
2,09-03-2012,1743865.4340000001,0,57.11,3.669,220.6974332,7.057,True
2,16-03-2012,1778473.917,0,63.68,3.734,220.8498468,7.057,True
2,23-03-2012,1611395.244,0,64.01,3.787,220.9244858,7.057,True
2,30-03-2012,1671732.756,0,66.83,3.845,220.9991248,7.057,True
2,06-04-2012,1916132.3190000001,0,68.43,3.891,221.0737638,6.891,True
2,13-04-2012,1742282.1900000002,0,68.08,3.891,221.1484028,6.891,True
2,20-04-2012,1662610.005,0,65.69,3.877,221.2021074,6.891,True
2,27-04-2012,1587719.7810000002,0,67.2,3.814,221.255812,6.891,True
2,04-05-2012,1731561.381,0,76.73,3.749,221.3095166,6.891,True
2,11-05-2012,1725768.891,0,73.87,3.688,221.3632212,6.891,True
2,18-05-2012,1800846.603,0,71.27,3.63,221.380331,6.891,True
2,25-05-2012,1721511.9810000001,0,78.19,3.561,221.3828029,6.891,True
2,01-06-2012,1719083.1330000001,0,78.38,3.501,221.3852748,6.891,True
2,08-06-2012,1809194.841,0,78.69,3.452,221.3877467,6.891,True
2,15-06-2012,1766631.87,0,80.56,3.393,221.4009901,6.891,True
2,22-06-2012,1698959.889,0,81.04,3.346,221.4411622,6.891,True
2,29-06-2012,1692941.5080000001,0,86.32,3.286,221.4813343,6.891,True
2,06-07-2012,1837356.66,0,84.2,3.227,221.5215064,6.565,True
2,13-07-2012,1647067.6169999999,0,80.17,3.256,221.5616784,6.565,True
2,20-07-2012,1637699.814,0,83.23,3.311,221.5701123,6.565,True
2,27-07-2012,1582131.4919999999,0,86.37,3.407,221.5785461,6.565,True
2,03-08-2012,1751494.176,0,90.22,3.417,221.5869799,6.565,True
2,10-08-2012,1680047.964,0,88.55,3.494,221.5954138,6.565,True
2,17-08-2012,1735214.409,0,84.79,3.571,221.6751459,6.565,True
2,24-08-2012,1689109.335,0,76.91,3.62,221.8083518,6.565,True
2,31-08-2012,1752374.97,0,82.64,3.638,221.9415576,6.565,True
2,07-09-2012,1708899.3630000001,1,87.65,3.73,222.0747635,6.565,True
2,14-09-2012,1633325.967,0,75.88,3.717,222.2174395,6.565,True
2,21-09-2012,1646474.103,0,71.09,3.721,222.4169362,6.565,True
2,28-09-2012,1571823.5040000002,0,79.45,3.666,222.6164329,6.565,True
2,05-10-2012,1798488.936,0,70.27,3.617,222.8159296,6.17,True
2,12-10-2012,1710670.6169999999,0,60.97,3.601,223.0154263,6.17,True
2,19-10-2012,1663191.369,0,68.08,3.594,223.0598077,6.17,True
2,26-10-2012,1651012.5150000001,0,69.79,3.506,223.0783366,6.17,True
3,05-02-2010,415459.99799999996,0,45.71,2.572,214.4248812,7.368,True
3,12-02-2010,378656.064,1,47.93,2.548,214.5747916,7.368,True
3,19-02-2010,379477.971,0,47.07,2.514,214.6198868,7.368,True
3,26-02-2010,366484.374,0,52.05,2.561,214.6475127,7.368,True
3,05-03-2010,373681.836,0,53.04,2.625,214.6751386,7.368,True
3,12-03-2010,345780.621,0,63.08,2.667,214.7027646,7.368,True
3,19-03-2010,337795.731,0,60.42,2.72,214.5301219,7.368,True
3,26-03-2010,323954.34300000005,0,57.06,2.732,214.3241011,7.368,True
3,02-04-2010,380964.96,0,65.56,2.719,214.1180803,7.343,True
3,09-04-2010,374283.25200000004,0,68.0,2.77,213.9120595,7.343,True
3,16-04-2010,319493.934,0,66.98,2.808,213.7726889,7.343,True
3,23-04-2010,305978.98500000004,0,67.87,2.795,213.7221852,7.343,True
3,30-04-2010,325123.55100000004,0,70.24,2.78,213.6716815,7.343,True
3,07-05-2010,359391.474,0,73.47,2.835,213.6211778,7.343,True
3,14-05-2010,345922.146,0,77.18,2.854,213.6196139,7.343,True
3,21-05-2010,309386.853,0,75.81,2.826,213.9116886,7.343,True
3,28-05-2010,315080.307,0,78.6,2.759,214.2037634,7.343,True
3,04-06-2010,357271.92,0,78.53,2.705,214.4958382,7.343,True
3,11-06-2010,319515.38100000005,0,82.1,2.668,214.787913,7.343,True
3,18-06-2010,327669.165,0,83.52,2.637,214.7858259,7.343,True
3,25-06-2010,321611.832,0,83.79,2.653,214.6660741,7.343,True
3,02-07-2010,343036.548,0,82.2,2.669,214.5463222,7.346,True
3,09-07-2010,314292.762,0,81.75,2.642,214.4265704,7.346,True
3,16-07-2010,317455.90200000006,0,84.32,2.623,214.4176476,7.346,True
3,23-07-2010,317578.041,0,83.32,2.608,214.5564968,7.346,True
3,30-07-2010,313159.545,0,82.04,2.64,214.695346,7.346,True
3,06-08-2010,362372.184,0,85.13,2.627,214.8341952,7.346,True
3,13-08-2010,305637.642,0,86.74,2.692,214.9730444,7.346,True
3,20-08-2010,316555.389,0,88.02,2.664,214.9314191,7.346,True
3,27-08-2010,325920.68100000004,0,86.15,2.619,214.8897938,7.346,True
3,03-09-2010,329826.573,0,84.16,2.577,214.8481685,7.346,True
3,10-09-2010,317034.87299999996,1,80.84,2.565,214.8065431,7.346,True
3,17-09-2010,326758.17600000004,0,82.36,2.582,214.8322484,7.346,True
3,24-09-2010,320064.183,0,76.9,2.624,214.9084516,7.346,True
3,01-10-2010,322905.69,0,73.6,2.603,214.9846548,7.564,True
3,08-10-2010,355596.615,0,66.99,2.633,215.060858,7.564,True
3,15-10-2010,311025.951,0,69.71,2.72,215.1293114,7.564,True
3,22-10-2010,314006.382,0,71.64,2.725,215.17839,7.564,True
3,29-10-2010,313732.566,0,72.04,2.716,215.2274686,7.564,True
3,05-11-2010,380858.004,0,62.94,2.689,215.2765472,7.564,True
3,12-11-2010,347971.52700000006,0,62.79,2.728,215.3256258,7.564,True
3,19-11-2010,335290.788,0,57.72,2.771,215.2074519,7.564,True
3,26-11-2010,509011.056,1,68.71,2.735,215.0614025,7.564,True
3,03-12-2010,428778.693,0,53.76,2.708,214.9153531,7.564,True
3,10-12-2010,420877.82700000005,0,51.13,2.843,214.7693037,7.564,True
3,17-12-2010,448343.451,0,52.2,2.869,214.704919,7.564,True
3,24-12-2010,545391.3690000001,0,57.16,2.886,214.7017828,7.564,True
3,31-12-2010,344409.984,1,53.2,2.943,214.6986466,7.564,True
3,07-01-2011,340417.206,0,53.35,2.976,214.6955104,7.551,True
3,14-01-2011,342954.99,0,44.76,2.983,214.7470729,7.551,True
3,21-01-2011,315789.03,0,50.74,3.016,215.1268275,7.551,True
3,28-01-2011,328379.616,0,48.71,3.01,215.5065821,7.551,True
3,04-02-2011,394664.87700000004,0,45.95,2.989,215.8863367,7.551,True
3,11-02-2011,387473.58900000004,1,43.57,3.022,216.2660913,7.551,True
3,18-02-2011,389503.89,0,61.58,3.045,216.5843571,7.551,True
3,25-02-2011,357490.071,0,67.4,3.065,216.8780275,7.551,True
3,04-03-2011,393376.059,0,65.11,3.288,217.1716979,7.551,True
3,11-03-2011,364277.97,0,61.29,3.459,217.4653683,7.551,True
3,18-03-2011,352898.559,0,69.47,3.488,217.7235226,7.551,True
3,25-03-2011,342615.303,0,72.94,3.473,217.9674705,7.551,True
3,01-04-2011,337100.472,0,68.76,3.524,218.2114184,7.574,True
3,08-04-2011,345667.779,0,72.55,3.622,218.4553663,7.574,True
3,15-04-2011,329625.621,0,75.88,3.743,218.6788642,7.574,True
3,22-04-2011,352674.03599999996,0,76.91,3.807,218.851237,7.574,True
3,29-04-2011,330664.86000000004,0,78.69,3.81,219.0236099,7.574,True
3,06-05-2011,371737.908,0,69.45,3.906,219.1959827,7.574,True
3,13-05-2011,347681.412,0,79.87,3.899,219.3683556,7.574,True
3,20-05-2011,328142.81700000004,0,75.79,3.907,219.127216,7.574,True
3,27-05-2011,332415.54,0,84.41,3.786,218.8860765,7.574,True
3,03-06-2011,355057.05600000004,0,84.29,3.699,218.6449369,7.574,True
3,10-06-2011,352474.875,0,84.84,3.648,218.4037974,7.574,True
3,17-06-2011,363081.00600000005,0,86.96,3.637,218.3551748,7.574,True
3,24-06-2011,346968.639,0,84.94,3.594,218.45094,7.574,True
3,01-07-2011,332066.448,0,85.1,3.524,218.5467052,7.567,True
3,08-07-2011,355631.616,0,85.38,3.48,218.6424704,7.567,True
3,15-07-2011,336108.897,0,87.14,3.575,218.7275216,7.567,True
3,22-07-2011,324555.63300000003,0,86.19,3.651,218.7857881,7.567,True
3,29-07-2011,310843.16099999996,0,88.07,3.682,218.8440545,7.567,True
3,05-08-2011,368983.125,0,88.45,3.684,218.9023209,7.567,True
3,12-08-2011,342339.165,0,88.88,3.638,218.9605873,7.567,True
3,19-08-2011,341745.219,0,88.44,3.554,219.023271,7.567,True
3,26-08-2011,329730.795,0,87.67,3.523,219.0866908,7.567,True
3,02-09-2011,338389.821,0,89.12,3.533,219.1501106,7.567,True
3,09-09-2011,339612.741,1,81.72,3.546,219.2135305,7.567,True
